"","Sub1","Gnas","Ctsd","Kif1a","Tcf25","Aldoa","Pkm","Slc25a3","Hspa8","Rpl41","Gabarapl1","Gm6682","Oxct1","Atp6v0c-ps2","Purb","Atp6v1a","Eif4g2","Rps27a","Ubc","Cltc","Tspan3","Aplp2","Lars2","Tspan7","Ndufa4","Sumo1","Rpl7","Dynlrb1","Ndufv3","Gstm5","Gm15421","Ndufa5","Cox7b","Rnasek","Uqcrh","Ndufb10","Eif4a2","Atp5j2","Ldhb","Atp5f1","Ndufa13","Uqcrc2","Ndufv2","Atp5j","Ndufa11","Ndufa6","Atp6v1f","Ndufb9","Akr1a1","Mdh1","Vdac3","Sod1","BC002163_loc1","Ndufb5","Hspe1","Gpx4","Cox4i1","Npm1","Myl12b","Hint1","Gpi1","Atp6v1e1","Atp5h","Gm5506_loc1","Gabarapl2","Atp5g3","Acot7","Tuba1b","Slc25a4","Chchd2","Atp5b","Prdx2","Ckb","Morf4l2","Tuba1a","Ran","Atp6ap2","Skp1a","Ppp2r1a","Cst3","Ubb","Mdh2","Ndufa12","Pgk1","Atp5a1","Atp5o","Ghitm","Uqcrq","Ndufb8","Cox6a1","Camk2n1","Slc1a2","H2afz","Ubl5","Timm8b","Vps29","Calm1","Ppia","Nap1l1","Grcc10","Tubb5","Rps28","Rps24","Rps15a-ps4","Rpl32","Rps20","Rplp1","Sumo2","Rpl39","Polr2l","Rps29","Cox8a","Vmp1","Tomm7","Tpi1","Atp5l","Atp5e","Mif","Atp5k","Cox7c","Cox6b1","Cox7a2","Usmg5","Cox6c","Atp6v1d","Nedd8","Atpif1","Atp5c1","Scg5","Ndufb4","Uqcr10","Nme1","Ndufc1","Cycs","2010107E04Rik","Ndufa1","Uqcr11","Meg3","Luc7l3","Pea15a","Ttc3","Gdi1","G3bp2","Arl6ip1","Hsp90aa1","Tmod2","Ywhaq","Atxn7l3b","Serinc1","Sparcl1","Hsp90ab1","Ywhaz","Matr3","Actg1","H3f3b","Actb","Gpm6a","Dynll1","Gpm6b","Gstp1","Itm2b","Fkbp1a","Sh3bgrl3","Calm2","Brk1","Nmt1","Capza2","Fth1","Tmsb4x","Slc22a17","Ywhab","Prkar1a","Psap","Tmem30a","Ncam1","Map1a","Dpysl2","Cfl1","App","Map1b","Syt11","Sptbn1","Cpe","Aplp1","2900097C17Rik","Ywhae","Rtn3","Serbp1","Eef1a1","Canx","Pja2","Calm3","Arf1","Trim2","Ppp3ca","Zeb2","Tppp","Tcf4","Gnao1","Gria2","Atp2b1","Rab6a","Ctsb","Prnp","Rtn4","Nptn","Prkcb","Kif1b","Atp2a2","Egr1","Scd2","Hmgcs1","Taldo1","Ctsl","Ptma","Ftl1","Cd81","1810037I17Rik","Prdx1","Malat1","Ptn","Pcdh9","Ptprd","Rnf7","Sf3b1","Eef1b2","Myeov2","Prrc2c","H3f3a","Rps12","Amd2","Ank3","Cisd1","Ndufs7","Oaz1-ps","Eef2","Hsp90b1","Metap2","Naca","Myl6","Sec61g","Ccdc88a","Gnb2l1","Gm15772","Eif4a1","Gabarap","Psmb6","Nme2","Spag9","Rpl23","Rpl19","Eif1","Rpl27","Mapt","Ddx5","Rpl38","Rpl36al","Actr10","Psma3","Erh","Srsf5","Rbm25","Dync1h1","Prpf4b","Hnrnpk","Ndufs6","Sdha","Cetn3","Rps23","Btf3","Vdac2","Selk","Spcs1","Hnrnpc","Dad1","Bnip3l","Tpt1","Mbnl2","Cct5","Pabpc1","Rpl8","Tnrc6b","Rbx1","Tmbim6","Pfdn5","Rpl31-ps12","Rpl35a","Cox17","Rpl24","Son","Gtf2h5","Mpc1","Psmb1","Tceb2","Gm6402","Ndufa7","Rps18","Cox7a2l","Paip2","Pura","Ndufa2","Rps14","BC031181","Ier3ip1","Fau","Hspa5","Rab14","Rpl35","Ssb","Dync1i2","Psmc3","Srp14","Serf2","Hypk","Dstn","Csnk2a1","Eif2s2","Rbm39","Top1","Serinc3","Psma7","Rps21","Sec62","Rps3a1","Csde1","Psma5","Sars","Sep-15","Zranb2","Sdcbp","Rab2a","Sfrs18","Dnaja1","Vcp","Atp6v1g1","Rps6","Tmem59","Scp2","Atp6v0b","Psmb2","Tmem50a","Srrm1","Cdc42","Eif4g3","Minos1","Sdhb","Park7","Kmt2e","Rpl5","Gm13826","Fis1","Arpc1a","Pdap1","Pomp","Hmgb1","Shfm1","Mrps33","Hnrnpa2b1","Cbx3","Mat2a","Cct7","Cnbp","Gm6654","Ndufa3","Rps9","Clcn4-2","Rps5","Rps16","Rpl13a","Ndufc2","Rps3","Fam168a","1110004F10Rik","Rps13","Eif3c","Rplp2","Lamp1","Tmem66","Clcn3","Uba52","Rpl18a","Ndufb7","Tecr","Vps35","Psmd7","Hsbp1","Map1lc3b","Elavl3","Sep-07","Rps25","Psma4","Rpl4","Ppib","Nedd4","Tma7","Rpsa","Ndufb11","Slc25a5","Atp6ap1","Atrx"
"1772067096_A03",30,13,1,0,5,43,8,5,22,1,6,1,3,24,0,18,10,2,10,18,0,0,31,4,24,2,1,2,5,0,5,7,1,4,1,4,9,4,0,9,7,2,2,4,2,11,2,3,2,8,1,2,1,0,3,3,9,1,8,0,5,3,4,5,2,15,5,12,23,7,6,2,7,11,39,4,3,2,4,4,2,4,3,5,8,7,3,8,5,5,8,3,2,2,0,6,64,16,4,1,1,5,2,1,0,1,8,3,0,0,15,7,1,3,5,6,2,12,13,2,9,2,10,9,5,1,11,3,11,4,5,7,4,8,2,2,6,18,2,10,18,6,3,2,50,9,22,10,8,23,64,24,0,19,3,39,15,12,3,12,34,11,9,70,2,5,1,11,38,0,4,7,5,7,11,3,3,2,61,16,24,18,16,9,15,5,3,4,17,7,16,11,9,3,26,14,1,11,2,42,62,3,3,7,9,2,11,19,4,7,2,1,0,0,5,4,4,0,1,533,9,0,0,3,2,1,8,11,2,1,4,7,3,2,3,2,8,1,2,6,9,1,1,0,7,0,3,9,0,3,3,3,2,4,6,2,1,3,1,2,3,5,3,1,4,1,3,0,3,0,2,2,14,0,2,6,8,5,8,5,9,4,3,2,1,3,4,1,2,19,0,5,6,8,0,2,1,4,1,0,7,2,2,1,5,5,3,6,0,5,0,4,2,0,1,1,4,2,7,0,13,1,5,6,3,5,5,2,4,1,2,1,5,9,0,0,4,0,13,2,0,6,4,1,5,2,2,2,1,4,1,4,2,3,6,6,5,10,1,0,1,16,9,1,3,3,0,1,1,1,3,1,4,0,4,1,0,1,9,3,6,1,5,1,3,5,3,7,10,6,1,4,1,2,3,3,3,1,1,9
"1772067054_H05",28,9,1,4,4,23,6,2,18,0,4,3,3,15,4,10,2,1,9,1,3,5,25,3,16,2,0,3,3,0,6,2,3,0,1,8,1,5,5,0,5,7,0,1,1,1,4,0,9,0,10,0,0,0,2,0,4,1,16,1,0,5,3,0,2,2,2,0,7,5,5,2,5,6,33,1,3,3,3,1,1,4,3,1,7,1,7,8,0,0,3,0,2,1,2,1,40,11,1,6,2,6,0,0,0,1,1,0,4,4,19,1,0,3,2,3,0,1,8,5,4,16,13,0,0,9,0,1,25,3,10,3,7,6,2,2,8,14,5,3,16,1,14,9,26,13,6,16,6,3,32,3,7,15,4,36,16,12,3,12,26,21,2,70,2,4,0,11,32,0,3,3,4,6,2,1,10,8,35,10,20,3,26,36,11,5,10,6,7,6,12,23,10,13,21,5,0,6,8,25,34,2,3,11,3,9,16,8,10,4,2,1,1,0,4,2,0,0,0,316,1,0,0,0,0,2,6,1,0,1,0,8,0,1,4,2,4,3,1,5,11,3,0,3,5,2,3,2,1,3,3,0,1,4,15,2,0,1,1,2,2,6,3,0,6,6,4,0,1,8,2,0,4,3,3,0,3,1,4,5,1,0,0,0,0,4,2,4,0,9,1,0,1,6,1,3,4,2,1,2,12,3,3,2,2,1,6,7,2,2,4,14,1,1,3,0,6,3,0,5,7,0,4,1,3,0,1,1,0,1,2,0,3,8,3,1,1,2,1,3,3,2,16,2,3,3,1,2,1,0,0,2,9,6,0,2,1,6,8,1,1,4,4,2,2,0,2,4,6,0,2,2,0,2,8,0,0,1,3,5,3,0,3,0,7,2,0,1,0,2,0,1,1,0,3,2,0,0,3,2
"1772067082_F11",23,15,2,4,2,17,1,7,13,1,3,2,4,7,0,14,5,2,6,9,1,0,26,11,12,2,2,1,2,0,2,2,2,4,3,2,3,3,2,4,1,7,3,3,5,3,2,0,5,8,0,1,2,1,2,0,8,7,5,1,3,2,8,2,1,5,9,7,17,3,13,1,16,1,10,4,0,2,1,0,3,5,1,3,8,5,0,9,4,0,2,0,0,2,1,0,44,15,1,1,1,1,2,1,4,1,5,4,1,0,17,10,5,1,4,3,2,3,3,4,6,3,1,3,4,3,1,6,8,0,1,3,3,4,2,0,4,21,4,3,20,4,1,7,28,2,4,9,11,12,29,6,5,11,0,27,11,16,3,6,24,9,1,41,2,8,5,13,26,3,7,7,6,5,5,3,4,9,41,18,10,10,13,14,9,10,3,4,11,7,7,15,3,8,32,6,0,18,4,26,60,7,0,7,5,5,16,5,4,9,0,4,2,0,9,1,2,0,1,223,0,0,1,1,8,4,1,3,3,0,3,4,1,0,1,1,3,0,0,5,4,1,1,0,6,1,2,2,2,1,2,4,0,2,6,2,0,0,1,1,2,7,2,2,3,0,3,1,2,2,3,3,1,2,1,1,2,5,0,2,5,2,0,3,3,2,0,3,1,9,4,2,0,7,0,0,3,3,1,4,0,1,3,5,1,1,2,9,2,2,3,3,1,3,3,2,4,6,0,3,5,1,4,5,2,4,2,0,2,1,3,3,9,2,2,4,4,1,3,0,1,1,1,2,2,2,1,4,6,4,0,11,5,2,4,0,1,4,3,1,1,3,0,1,0,3,0,2,2,3,0,2,5,0,8,0,1,6,3,7,4,0,3,1,4,1,0,1,10,3,5,3,0,0,3,2,1,1,2,5
"1772067082_A06",32,11,2,14,3,35,11,8,15,1,5,4,4,4,6,18,1,1,9,4,0,7,30,2,8,5,0,1,3,3,0,2,1,2,2,2,7,5,6,9,7,2,2,3,2,2,4,3,0,13,0,1,0,3,0,0,9,1,2,2,4,3,3,8,0,9,3,11,16,6,14,3,6,2,18,4,7,3,3,1,3,4,1,7,9,1,10,3,1,0,5,1,3,0,3,2,39,27,3,1,0,1,0,0,2,2,6,1,2,1,10,5,2,0,7,2,7,3,8,6,4,2,11,8,7,5,0,2,10,1,1,4,1,2,1,3,4,12,2,5,24,10,5,6,40,3,7,8,13,3,40,13,5,15,3,35,17,17,0,5,30,24,3,39,4,7,0,14,19,5,7,5,6,6,8,0,7,4,32,9,5,9,25,9,22,8,8,7,10,4,13,14,8,3,28,6,2,11,1,24,52,3,3,27,9,9,22,5,6,10,3,0,2,1,5,2,0,0,0,163,0,0,1,1,5,1,1,1,1,0,3,5,3,1,4,1,5,1,1,4,0,2,1,1,10,1,1,1,0,2,4,2,3,0,7,1,1,4,1,0,1,4,2,1,2,3,10,2,1,0,4,3,1,6,2,0,2,6,4,5,4,0,1,2,5,0,0,4,0,8,7,2,0,6,0,3,1,5,0,1,4,1,2,1,2,5,2,4,4,3,3,2,1,2,4,0,6,4,3,1,3,2,2,5,4,2,4,1,2,3,5,2,5,9,6,8,1,0,7,2,1,6,5,3,2,3,7,2,7,3,0,6,4,0,9,0,0,10,2,2,1,10,1,2,1,1,0,1,1,4,3,2,2,4,8,1,0,0,2,9,3,1,1,2,2,2,1,3,5,1,1,3,0,1,2,2,1,2,6,4
"1772071044_C11",26,11,0,1,7,27,4,7,17,8,5,5,3,11,8,21,10,1,12,2,2,4,32,13,13,7,2,4,2,1,0,4,0,4,4,9,12,7,2,13,10,5,1,2,4,3,4,2,2,11,1,0,6,3,2,2,6,0,3,1,4,13,7,2,0,10,2,3,14,4,5,2,5,1,32,3,6,7,3,0,3,6,9,4,7,5,11,5,7,3,0,1,4,5,2,2,77,28,7,12,2,4,1,1,3,3,5,5,3,3,15,7,2,11,9,7,4,7,9,12,17,10,11,6,4,1,11,4,15,6,6,3,2,5,5,4,2,13,6,1,11,11,17,4,47,4,13,8,20,13,39,25,6,25,5,15,42,22,3,6,27,12,4,73,1,4,5,17,38,11,6,4,8,4,7,1,7,2,20,12,15,7,48,8,16,7,10,5,15,6,23,20,6,3,47,6,2,15,14,35,48,5,2,22,4,8,17,0,17,1,2,4,2,0,8,0,4,2,4,566,7,5,1,0,5,3,3,2,5,0,2,4,2,2,4,2,10,3,3,6,4,0,1,1,8,2,0,2,1,3,6,1,3,2,23,4,6,0,3,2,6,1,2,0,3,4,8,5,3,2,3,9,2,3,3,1,7,5,6,8,1,0,2,0,6,5,2,5,1,8,9,5,8,4,3,6,5,5,3,5,7,4,1,0,8,2,6,4,3,8,3,8,5,1,5,1,6,3,2,1,0,3,5,5,1,2,8,3,3,2,6,2,8,9,1,8,1,1,5,3,2,4,3,3,1,1,4,2,3,5,3,8,4,0,5,12,1,5,0,5,2,3,4,7,1,8,1,3,11,5,1,3,1,5,8,11,3,1,5,2,4,3,2,4,2,4,2,4,4,5,1,2,1,2,1,2,4,6,5,9
"1772067093_C03",24,7,1,8,3,26,5,5,7,0,3,4,2,4,4,7,0,1,8,11,0,0,13,2,7,7,0,2,3,2,0,3,1,7,2,9,5,3,2,6,3,5,2,3,4,1,1,1,0,1,3,0,1,4,1,3,1,1,3,0,0,3,3,3,0,11,2,3,2,3,6,0,0,1,14,4,0,0,0,4,1,3,6,2,4,1,3,13,0,1,3,2,1,1,1,3,38,17,0,2,7,0,0,0,0,3,4,2,3,2,10,1,3,2,2,0,7,4,5,1,3,2,9,4,0,4,5,2,9,9,4,5,1,7,1,0,3,7,0,3,15,3,3,2,13,2,4,9,7,5,22,1,1,8,8,22,18,14,2,1,23,5,2,56,4,8,3,10,16,10,4,1,4,0,2,0,4,5,30,16,6,3,7,9,8,6,4,2,5,7,14,8,0,6,12,5,3,5,2,24,41,2,0,11,2,4,5,2,4,1,2,2,4,0,4,0,3,0,3,161,0,1,0,0,8,1,2,0,8,0,5,2,8,0,2,2,8,0,0,7,7,0,1,1,2,1,0,1,2,0,3,1,0,4,5,0,2,0,0,2,1,0,5,0,3,1,1,2,0,1,1,2,4,0,0,0,0,0,2,0,1,4,3,1,1,2,1,1,2,5,4,1,3,0,0,2,2,0,0,0,6,1,0,4,2,0,0,3,0,2,0,0,1,2,5,0,1,4,4,1,4,0,3,2,4,0,0,1,1,0,2,0,1,5,1,2,4,2,4,2,9,0,10,3,0,3,0,3,2,0,0,3,0,0,3,0,0,13,3,0,0,1,1,2,0,2,1,1,1,0,1,2,0,0,1,2,1,4,7,3,7,1,15,2,3,3,1,3,4,0,0,0,1,2,1,0,1,2,0,4
"1772067082_F08",25,14,0,2,1,17,5,9,21,2,2,5,4,10,7,26,4,0,5,7,2,2,30,5,7,6,1,4,3,0,1,6,2,0,2,3,16,7,7,6,6,4,4,2,5,1,4,3,3,10,2,5,0,2,3,1,4,4,3,5,4,3,0,6,1,4,8,4,7,2,2,7,3,4,22,4,0,8,2,1,7,5,6,2,5,6,9,7,2,4,6,2,2,4,6,7,89,39,3,3,5,2,3,2,5,0,9,6,5,2,11,8,1,5,4,5,4,5,7,5,12,6,7,8,4,2,10,4,6,6,7,3,5,9,2,4,3,43,4,4,12,5,6,4,32,2,4,7,8,6,24,12,9,20,7,15,24,10,4,4,9,6,3,82,5,5,5,13,26,8,12,7,6,2,5,2,8,4,36,7,13,4,26,7,14,4,8,4,11,3,20,8,11,7,26,5,3,10,4,36,14,11,3,13,4,5,16,4,6,2,4,2,1,0,5,2,2,1,3,366,0,2,2,0,4,3,9,3,0,0,11,7,0,2,4,3,2,1,3,4,2,0,0,1,15,3,2,2,0,1,5,0,2,2,5,5,1,4,2,5,2,2,4,3,6,2,4,3,3,3,0,3,5,4,0,3,5,8,0,6,1,2,3,1,4,3,1,1,0,10,6,3,2,3,1,3,2,4,1,2,3,1,4,4,9,1,2,6,2,2,2,3,2,5,5,3,5,6,2,3,1,1,4,8,6,3,1,0,3,1,4,4,6,4,5,4,1,1,4,2,1,4,7,2,3,4,6,6,5,2,1,7,3,5,3,2,3,11,4,1,4,5,4,4,0,3,5,9,7,0,4,4,1,3,3,3,0,1,1,8,2,3,7,2,9,1,2,3,7,4,3,7,1,3,5,1,2,2,1,6
"1772066100_B01",13,2,1,5,5,36,4,1,15,3,3,3,3,13,1,6,0,1,0,1,2,0,15,1,9,4,1,1,1,1,6,1,4,5,2,5,15,7,2,2,9,2,2,13,3,4,4,5,1,5,4,2,2,1,0,4,2,2,5,6,2,8,3,5,2,8,3,4,18,7,9,5,3,2,12,2,7,2,4,3,2,3,13,9,5,8,1,10,4,4,1,2,5,2,5,4,67,32,2,3,1,3,2,0,4,2,1,3,0,6,10,11,0,2,5,4,8,4,9,15,5,4,13,7,4,6,3,5,7,2,9,9,5,13,7,1,8,13,1,6,9,4,0,4,18,0,3,7,7,3,22,10,5,8,5,22,13,9,6,1,10,17,3,75,2,4,4,12,29,7,4,4,1,3,1,3,5,1,22,5,3,5,14,8,4,1,5,4,15,1,6,10,2,4,14,2,2,7,2,14,7,2,5,7,2,4,12,4,7,2,3,1,0,0,4,3,1,5,0,248,0,0,0,0,1,1,3,0,0,0,4,2,4,2,1,2,5,2,1,2,3,3,2,0,5,0,5,2,0,1,3,3,2,1,7,2,4,0,3,3,1,0,0,2,5,7,1,2,2,0,0,6,4,2,1,0,6,3,2,4,2,4,3,1,2,7,1,2,2,9,5,1,7,9,3,1,1,3,0,2,5,5,1,1,5,3,1,12,1,8,2,3,4,3,3,1,4,3,0,2,5,3,3,1,0,2,1,2,2,5,3,2,7,3,2,2,6,0,12,0,5,3,2,2,2,4,7,1,2,3,1,2,0,5,4,4,7,3,4,1,1,3,4,6,0,2,0,2,1,1,3,3,1,6,1,3,1,0,1,2,2,2,4,3,2,5,2,1,2,4,3,4,1,0,4,0,2,0,1,3
"1772067058_B11",6,11,1,6,6,10,5,3,17,0,0,0,4,4,4,8,4,1,0,1,2,3,0,4,4,3,1,0,3,0,0,6,1,0,1,0,10,3,4,0,2,3,1,0,0,1,0,0,0,4,2,1,2,0,0,1,1,0,2,1,0,3,5,2,5,4,1,2,7,1,5,2,0,0,9,2,1,0,3,1,3,1,2,2,2,4,5,2,0,0,5,6,0,1,0,2,33,12,2,2,1,0,1,0,1,0,1,2,0,1,0,0,1,1,2,4,1,0,3,3,3,2,6,1,3,1,5,4,10,1,2,3,0,3,0,0,1,44,6,0,17,6,4,0,14,4,4,8,24,4,16,5,4,20,2,22,35,10,10,0,16,13,1,34,3,2,6,8,5,5,6,3,3,8,6,1,5,0,25,15,21,9,27,10,25,3,4,1,3,6,10,6,5,6,36,9,5,19,2,30,57,4,1,18,7,19,36,11,13,4,2,3,1,0,5,1,2,0,0,343,2,1,1,0,1,1,2,2,0,0,1,6,1,1,2,0,1,0,0,3,1,2,0,1,2,0,0,2,2,0,2,3,0,2,7,0,0,1,0,2,0,3,3,0,1,0,2,0,0,0,1,1,1,1,1,1,3,6,0,0,2,3,1,2,1,0,0,0,1,5,0,0,1,0,0,1,0,0,3,4,1,2,1,0,4,0,3,2,2,1,0,0,0,1,6,1,1,1,1,0,3,0,2,0,2,1,2,0,2,3,6,3,4,2,1,0,1,2,3,0,2,5,5,1,0,0,1,2,1,3,0,3,1,1,1,0,1,2,2,0,1,0,2,0,0,1,0,1,0,0,1,1,1,2,1,1,1,1,4,1,3,1,3,2,1,0,0,0,3,1,3,2,0,1,2,5,2,2,3,4
"1772066074_E02",19,2,3,3,3,8,5,7,13,3,4,5,4,11,2,8,3,1,2,1,3,3,6,5,19,0,0,2,4,3,3,9,6,5,3,4,7,2,3,1,6,2,3,9,5,5,3,1,4,13,3,1,1,6,6,1,7,3,8,2,3,10,1,5,5,6,3,2,6,0,7,5,3,1,6,3,11,10,4,2,5,4,4,3,11,4,5,7,0,4,3,5,3,3,1,8,49,28,2,4,3,5,0,7,3,2,5,5,1,3,6,4,2,5,5,5,4,6,6,10,9,6,15,6,5,4,5,5,11,2,2,4,4,14,4,3,1,23,1,0,15,2,3,11,32,3,2,3,14,4,23,9,1,15,0,11,23,12,8,7,10,8,2,56,3,7,3,6,25,4,6,4,6,8,2,1,7,1,26,11,4,8,24,6,6,7,10,1,8,3,3,9,6,4,7,2,1,4,4,25,13,4,2,18,8,11,17,6,6,2,2,1,3,1,4,3,2,3,0,353,1,0,2,1,6,4,4,4,2,1,3,3,3,1,4,2,3,0,3,5,0,1,1,1,2,1,1,5,2,3,1,0,0,4,3,4,3,5,2,3,1,3,3,2,2,2,1,2,2,5,3,3,5,2,3,4,3,8,2,1,4,2,4,2,3,2,1,3,1,13,3,4,4,0,3,3,4,3,0,2,5,2,3,1,10,4,2,6,1,8,3,1,2,1,5,4,4,1,2,3,1,3,9,9,4,6,4,0,4,4,2,1,3,0,3,1,1,1,3,1,4,2,5,4,2,0,3,4,3,7,2,3,0,0,4,3,2,4,0,1,2,5,4,5,0,2,1,4,3,9,6,2,2,2,2,4,1,2,2,0,4,3,7,4,1,5,0,0,7,1,3,10,1,3,7,2,4,2,8,3
"1772066098_C01",6,11,0,5,1,13,4,1,9,0,1,2,3,6,0,3,0,0,3,1,0,3,12,2,3,1,1,1,6,1,1,5,3,3,4,1,1,9,3,1,8,2,1,4,7,1,4,1,1,6,3,0,0,2,1,2,7,0,9,0,3,8,2,1,3,5,1,0,11,1,1,2,7,0,12,5,1,2,6,4,0,15,3,3,8,6,2,4,0,2,1,2,0,3,2,2,54,17,2,4,1,4,1,0,2,0,7,1,0,1,5,4,0,2,3,1,7,1,3,7,8,6,7,5,2,2,7,2,7,0,4,1,3,3,6,3,4,64,2,0,29,1,1,3,28,2,3,8,5,15,27,6,5,12,2,32,8,11,5,3,15,6,1,21,4,3,2,5,18,7,3,3,4,3,5,4,1,4,25,11,6,6,13,3,6,9,7,6,3,3,10,17,7,1,28,1,1,15,6,20,68,7,2,11,8,6,26,4,3,0,0,1,0,1,0,1,0,0,0,413,2,2,0,2,3,4,2,2,0,0,4,6,0,4,4,1,7,0,0,4,3,6,0,0,1,1,0,0,1,1,1,5,1,1,3,1,2,1,2,3,0,4,10,2,1,2,0,1,2,2,1,2,0,1,0,1,3,3,2,2,2,2,2,1,0,2,1,1,1,13,1,0,1,0,2,3,0,4,0,5,2,0,2,2,3,1,1,2,5,5,4,3,2,0,8,2,5,2,1,1,3,1,7,3,2,1,1,2,4,0,1,1,5,3,2,2,0,0,2,2,3,0,2,2,3,0,2,0,3,2,2,1,6,0,4,4,1,4,3,0,1,3,0,3,0,1,1,1,0,2,3,4,3,1,4,0,0,1,2,6,3,5,2,0,3,4,6,2,6,3,1,0,1,1,4,0,3,0,3,9
"1772066097_A02",17,6,2,7,4,11,8,5,10,0,3,10,4,8,5,9,2,3,2,2,10,1,24,2,11,2,3,2,4,6,6,4,5,4,8,5,17,6,1,5,9,5,5,7,4,5,7,9,9,15,5,4,5,3,5,4,10,9,6,5,2,3,10,12,3,15,3,6,9,12,28,11,5,8,49,5,1,8,2,2,2,12,9,1,10,9,5,9,3,7,2,0,9,7,2,2,52,41,4,4,7,14,8,6,21,5,23,8,8,3,23,14,3,6,10,12,14,4,8,15,11,9,8,12,4,4,5,11,11,5,6,9,7,11,8,3,11,15,0,5,11,2,5,9,18,3,6,10,14,6,43,13,5,23,6,32,22,28,5,17,15,10,1,40,1,7,2,16,31,3,3,0,4,3,17,1,7,1,10,3,11,4,7,3,5,2,1,3,12,1,11,7,4,3,7,5,2,6,1,28,17,6,1,7,1,1,7,6,3,2,2,2,9,7,11,18,16,2,10,272,0,2,2,3,6,4,3,3,4,10,5,5,4,3,7,10,4,7,4,6,1,1,3,3,6,4,3,8,3,2,4,4,5,1,4,8,5,2,3,3,2,5,3,2,7,6,3,1,4,3,3,8,4,2,4,1,2,3,7,1,3,6,4,2,5,9,2,4,7,21,6,1,2,4,11,5,7,2,0,2,6,1,2,2,13,4,1,8,2,9,4,11,2,6,6,1,8,11,3,2,5,4,8,25,5,5,4,7,5,1,3,1,10,5,3,9,3,6,4,7,4,0,8,3,5,12,4,2,3,3,6,12,7,1,7,6,2,10,3,0,7,5,9,6,7,0,6,8,8,3,17,1,3,8,3,8,2,4,3,7,9,2,4,2,3,4,3,2,20,10,2,11,5,1,5,10,8,3,5,0
"1772066076_G08",10,4,1,6,2,10,3,2,12,1,2,5,3,3,2,4,0,1,2,0,2,4,2,2,6,4,0,2,3,0,5,7,5,2,4,2,7,5,1,4,4,4,2,4,7,3,0,6,3,12,2,5,5,1,3,2,12,3,7,3,4,4,6,8,2,6,3,7,5,6,10,0,3,2,15,2,3,4,4,0,2,5,2,7,6,5,1,6,0,2,2,0,1,4,3,1,47,26,3,4,4,3,1,2,3,1,11,8,1,3,4,17,1,4,10,11,7,4,5,5,5,10,8,8,8,1,8,7,8,3,5,4,3,12,5,2,7,6,1,0,11,4,3,5,28,3,3,7,6,0,26,8,3,11,2,18,12,14,4,7,9,12,2,41,7,4,1,19,23,2,8,1,5,0,1,5,0,0,9,4,10,4,16,5,5,3,2,4,11,1,6,12,4,6,19,8,1,6,2,13,17,1,1,7,4,3,15,9,2,7,3,2,2,0,2,1,1,0,3,133,2,1,2,1,3,1,3,3,1,4,0,3,3,1,5,1,0,5,2,4,3,2,0,1,8,2,2,1,2,3,1,2,1,2,4,0,1,2,4,6,1,4,3,6,2,3,2,2,5,0,2,2,3,0,0,1,4,2,6,0,5,0,2,2,4,3,1,4,1,6,2,1,1,3,4,2,2,2,0,4,7,2,0,0,3,0,5,5,3,3,5,3,0,3,3,1,4,2,0,1,3,1,3,7,3,0,3,2,0,1,5,1,4,2,1,4,1,3,2,2,3,0,1,3,2,0,3,2,2,2,2,1,2,3,4,1,2,3,2,0,2,3,2,2,1,2,2,2,6,5,5,5,1,5,3,6,0,1,1,2,3,0,1,3,3,11,2,1,4,4,0,5,1,2,4,2,0,4,1,2
"1772066107_C05",16,8,1,3,9,4,5,5,12,4,2,2,1,12,6,23,3,0,1,6,6,10,4,6,6,7,3,0,1,3,0,2,4,5,1,3,12,1,8,11,10,6,1,11,7,5,3,2,5,16,6,0,3,2,3,4,8,7,1,3,4,5,5,7,5,4,3,5,17,6,9,4,21,4,17,1,5,4,4,6,4,5,3,3,13,3,6,1,0,6,1,1,3,4,2,5,60,22,8,3,1,8,2,2,5,2,6,11,4,0,18,6,6,2,9,3,1,0,2,14,6,6,7,11,7,2,4,5,17,2,7,3,5,7,4,1,0,29,4,11,25,11,4,12,32,8,11,11,19,12,42,12,10,12,17,28,32,17,13,23,37,19,3,36,5,5,3,127,32,8,9,4,3,7,9,1,6,5,33,10,9,10,16,24,8,1,13,3,3,6,11,5,6,3,26,11,4,18,7,26,30,3,4,32,11,6,15,21,7,1,19,5,7,1,38,6,17,3,6,490,23,4,11,0,2,4,4,2,10,4,1,10,7,2,8,7,7,2,2,4,2,1,1,1,5,1,2,0,3,8,3,2,1,6,10,2,6,3,1,4,0,4,4,6,1,3,4,3,3,6,4,2,6,2,3,3,6,5,4,5,2,8,1,5,2,7,1,2,7,9,3,2,6,1,4,1,1,0,4,3,3,2,2,1,8,6,9,7,4,20,4,3,2,5,4,3,4,9,5,2,2,0,10,7,2,1,4,2,4,2,8,2,5,2,9,5,2,3,13,4,5,2,9,4,3,4,3,2,5,0,5,7,3,1,7,4,2,2,2,2,0,4,2,10,2,5,4,10,6,5,9,2,4,6,1,10,7,4,7,2,7,0,11,7,3,5,4,4,9,9,1,6,5,7,6,7,2,3,1,3
